,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer,Days_To_Delivery,Price_Unit_Lower_Bound_2SD,Price_Unit_Upper_Bound_2SD,Unit_Price_Annomaly
2642,MREQ-5162-0080,5162,2018-08-15,Section 4,Material,Concrete Drainage,Not on List,1,Each,577.15,577.15,Concrete Drainage,2018-08-29,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,1479.5375366210938,0
2645,MREQ-8123-001023,8123,2018-10-23,Section 4,Material,Not on List,Not on List,4,Each,39.03,156.12,Builders Merchants (General),2018-10-25,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,BN23 - Structure BN23,1703 - Formwork,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,978.6569290161133,0
2646,MREQ-8155-001023,8155,2018-10-23,Section 3,Material,Not on List,Not on List,8,Each,16.84,134.72,Builders Merchants (General),2018-10-26,Gate C - 1339698 - BN07 (Offord Rd) via Logistics Yard Access,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,3.0,0.0,978.6569290161133,0
2647,MREQ-8155-001023,8155,2018-10-23,Section 3,Material,Not on List,Not on List,8,Each,39.7,317.6,Builders Merchants (General),2018-10-26,Gate C - 1339698 - BN07 (Offord Rd) via Logistics Yard Access,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,3.0,0.0,978.6569290161133,0
2650,MREQ-8177-001023,8177,2018-10-24,Section 3,Material,Concrete Drainage,CPM Chamber Ring 1500x1000 D/S  (991900),2,Each,121.25,242.5,Concrete Drainage,2018-10-29,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,121.25,121.25,0
2651,MREQ-8177-001023,8177,2018-10-24,Section 3,Material,Concrete Drainage,CPM Chamber Ring 1500x750 D/S  (991899),1,Each,90.94,90.94,Concrete Drainage,2018-10-29,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,90.94000244140625,90.94000244140625,0
2652,MREQ-8177-001023,8177,2018-10-24,Section 3,Material,Concrete Drainage,CPM Chamber Ring 1500X500 D/S  (991898),1,Each,80.51,80.51,Concrete Drainage,2018-10-29,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,80.51000213623047,80.51000213623047,0
2653,MREQ-5162-0080,5162,2018-08-15,Section 4,Material,Concrete Drainage,Not on List,1,Each,271.01,271.01,Concrete Drainage,2018-08-29,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,1479.5375366210938,0
2654,MREQ-8177-001023,8177,2018-10-24,Section 3,Material,Concrete Drainage,CPM 1500 Cover Slab 600x600 Opening (989592),1,Each,102.82,102.82,Concrete Drainage,2018-10-29,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,67.13401222229004,189.2260036468506,0
2655,MREQ-8177-001023,8177,2018-10-24,Section 3,Material,Concrete Drainage,CPM Seating Ring 600x600 Opening (528483),100,Each,16.49,1649.0,Concrete Drainage,2018-10-29,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,7.976014137268066,31.7821683883667,0
2656,MREQ-8177-001023,8177,2018-10-24,Section 3,Material,Concrete Drainage,CPM Chamber Ring 1200 x 500 D/S  (913180),7,Each,53.01,371.07,Concrete Drainage,2018-10-29,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,42.860403537750244,70.475594997406,0
2657,MREQ-8177-001023,8177,2018-10-24,Section 3,Material,Concrete Drainage,CPM Chamber Ring 1200 x 750 D/S  (913226),7,Each,61.48,430.36,Concrete Drainage,2018-10-29,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,60.326490700244904,63.613511741161346,0
2658,MREQ-8177-001023,8177,2018-10-24,Section 3,Material,Concrete Drainage,Not on List,7,Each,232.01,1624.07,Concrete Drainage,2018-10-29,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,0.0,1479.5375366210938,0
2659,MREQ-8155-001023,8155,2018-10-23,Section 3,Material,Not on List,Not on List,8,Each,16.84,134.72,Builders Merchants (General),2018-10-26,Gate C - 1339698 - BN07 (Offord Rd) via Logistics Yard Access,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,3.0,0.0,978.6569290161133,0
2660,MREQ-8155-001023,8155,2018-10-23,Section 3,Material,Not on List,Not on List,8,Each,39.7,317.6,Builders Merchants (General),2018-10-26,Gate C - 1339698 - BN07 (Offord Rd) via Logistics Yard Access,SC3A - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,3.0,0.0,978.6569290161133,0
2662,MREQ-8221-001023,8221,2018-10-25,Section 4,Material,Saint Gobain Castings,Not on List,96,Each,31.37,3012.0,Ductile Drainage,2018-11-09,RVP 413 - 1339629 - The Avenue Site A14 Westbound,SC4C - Roadworks - Dry Drayton to Girton,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,15.0,0.0,2368.36669921875,0
2663,MREQ-5162-0080,5162,2018-08-15,Section 4,Material,Concrete Drainage,Not on List,1,Each,248.57,248.57,Concrete Drainage,2018-08-29,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),SC4B - Roadworks - Robins Lane to Dry Drayton,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,1479.5375366210938,0
2664,MREQ-8221-001023,8221,2018-10-25,Section 4,Material,Saint Gobain Castings,Not on List,26,Each,31.37,816.0,Ductile Drainage,2018-11-09,RVP 413 - 1339629 - The Avenue Site A14 Westbound,SC4C - Roadworks - Dry Drayton to Girton,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,15.0,0.0,2368.36669921875,0
2665,MREQ-8221-001023,8221,2018-10-25,Section 4,Material,Saint Gobain Castings,600x600x100 D400 Inter Ax Manhole Cover (766602),50,Each,81.73,4087.0,Ductile Drainage,2018-11-09,RVP 413 - 1339629 - The Avenue Site A14 Westbound,SC4C - Roadworks - Dry Drayton to Girton,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,15.0,48.483662605285645,128.49412059783936,0
2667,MREQ-8009-001023,8009,2018-10-19,Section 4,Material,Not on List,Not on List,150,Each ,15.77,2365.5,Plastic Drainage,2018-10-26,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,158.39634323120117,0
2668,MREQ-8009-001023,8009,2018-10-19,Section 4,Material,Not on List,Not on List,150,Each ,15.77,2365.5,Plastic Drainage,2018-10-26,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,158.39634323120117,0
2669,MREQ-8009-001023,8009,2018-10-19,Section 4,Material,Not on List,Not on List,200,Each,2.92,584.0,Plastic Drainage,2018-10-26,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,389.84692001342773,0
2670,MREQ-5190-00117,5190,2018-08-16,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,1,Each,768.16,0.0,Small Tools (Consumables),2018-08-20,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,1264.3756103515625,0
2671,MREQ-8009-001023,8009,2018-10-19,Section 4,Material,Not on List,Not on List,1000,Each,1.44,1440.0,Plastic Drainage,2018-10-26,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,SC4A - Roadworks - Swavesey to Robins Lane,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,7.0,0.0,389.84692001342773,0
2672,MREQ-8234-001023,8234,2018-10-25,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,1,Each,1130.86,1130.86,Small Tools (Consumables),2018-10-29,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,1264.3756103515625,0
2673,MREQ-8227-001023,8227,2018-10-25,Section 4,Material,"PPE, Small Tools and Consumables","Paint Roller And Tray Set 9"" Rskit1 (704256)",50,Each,3.42,171.0,Small Tools (Consumables),2018-10-29,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,3.4200000762939453,3.4200000762939453,0
2674,MREQ-8221-001023,8221,2018-10-25,Section 4,Material,,Not on List,96,Each,31.37,3011.52,Ductile Drainage,2018-11-09,RVP 413 - 1339629 - The Avenue Site A14 Westbound,SC4C - Roadworks - Dry Drayton to Girton,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,15.0,0.0,2368.36669921875,0
2675,MREQ-8221-001023,8221,2018-10-25,Section 4,Material,,Not on List,26,Each,31.37,815.62,Ductile Drainage,2018-11-09,RVP 413 - 1339629 - The Avenue Site A14 Westbound,SC4C - Roadworks - Dry Drayton to Girton,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,15.0,0.0,2368.36669921875,0
2676,MREQ-8221-001023,8221,2018-10-25,Section 4,Material,,600x600x100 D400 Inter Ax Manhole Cover (766602),50,Each,74.3,3715.0,Ductile Drainage,2018-11-09,RVP 413 - 1339629 - The Avenue Site A14 Westbound,SC4C - Roadworks - Dry Drayton to Girton,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,15.0,48.483662605285645,128.49412059783936,0
2677,MREQ-8240-001023,8240,2018-10-25,Section 3,Material,Not on List,Not on List,1,Each,71.99,71.99,Miscellaneous,2018-10-30,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,5.0,0.0,19779.141357421875,0
2687,MREQ-8317-001023,8317,2018-10-26,Section 3,Material,Signage,Directional Signage - 390 x 510,8,Each,7.944066,64.0,Miscellaneous,2018-11-02,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,PLM3 - Site Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,7.0,7.944066047668457,7.944066047668457,0
2688,MREQ-8317-001023,8317,2018-10-26,Section 3,Material,Signage,Directional Signage - 390 x 510,6,Each,7.944066,48.0,Miscellaneous,2018-11-02,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,PLM3 - Site Preliminaries,102 - Compound running costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,7.0,7.944066047668457,7.944066047668457,0
2689,MREQ-8236-001023,8236,2018-10-25,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,1,Each,2518.0,2518.0,PPE,2018-10-29,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,4.0,0.0,2104.5404663085938,1
2695,MREQ-8439-001023,8439,2018-10-30,Section 4,Material,Bagged,Building Sand Bulk Bag (938155),4,Each,32.74,131.0,Builders Merchants (General),2018-10-31,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,1.0,32.0869679749012,33.86902567744255,0
2697,MREQ-8311-001023,8311,2018-10-26,Section 4,Material,,Not on List,1,Each,30.0,30.0,Fixings and Fasteners,2018-10-31,RVP 405/407 - 1339623 - Robin's Lane A14 J28A Westbound,SC4A - Roadworks - Swavesey to Robins Lane,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,5.0,0.0,686.6337280273438,0
2698,MREQ-8367-001023,8367,2018-10-29,Section 4,Material,Not on List,Not on List,3,Each ,28.0,84.0,Concrete Accessories,2018-10-31,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,BN17 - Swavesey Junction,1701 - Insitu Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,339.5176010131836,0
2699,MREQ-8367-001023,8367,2018-10-29,Section 4,Material,,Not on List,1,Each,40.0,40.0,Concrete Accessories,2018-10-31,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,BN17 - Swavesey Junction,1701 - Insitu Concrete,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,8232.100769042969,0
2705,MREQ-8398-001023,8398,2018-10-29,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,3000,Each,0.37,1110.0,Miscellaneous,2018-10-31,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,19779.141357421875,0
2709,MREQ-8434-001023,8434,2018-10-30,Section 3,Material,Not on List,Not on List,50,Roll,6.1,305.0,Builders Merchants (General),2018-11-01,Gate D - 1339643 - BN10 Via Main Compound Entrance,SC3A - Roadworks,2703 - Works on behalf of Statutory Undertakers,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,2.0,0.0,1932.1958923339844,0
2710,MREQ-7972-001023,7972,2018-10-18,Section 4,Material,Not on List,Not on List,1,Each,69.21,69.21,Plastic Drainage,2018-11-01,RVP 427 - 1350307 - Girton - Accessed through A14 W/B towards A428 (on slip road),SC4C - Roadworks - Dry Drayton to Girton,504 - Drainage and Service Ducts in Structures,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,14.0,0.0,389.84692001342773,0
2728,MREQ-4997-0011,4997,2018-08-13,Section 4,Material,Not on List,Not on List,9,Each,183.3,20.0,Not Sure,2018-08-15,RVP 401A - 1339583 -Swavesey South Compound A14 J28 Westbound,PLM4 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,2.0,0.0,2957.732177734375,0
2730,MREQ-14844-001025,14844,2019-03-28,Core,Material,Not on List,Not on List,25,Bundles,9.0,225.0,Surveying Consumables,2019-04-01,Main Compound Gate D - 1339642 - Main Compound Entrance A1198 (Core),PRLM - Preliminaries,106 - Testing equipment and materials testing,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers,4.0,9.0,9.0,0
2731,MREQ-14844-001025,14844,2019-03-28,Core,Material,Not on List,Not on List,10,Bundles,9.0,90.0,Surveying Consumables,2019-04-01,Main Compound Gate D - 1339642 - Main Compound Entrance A1198 (Core),PRLM - Preliminaries,106 - Testing equipment and materials testing,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers,4.0,9.0,9.0,0
2732,MREQ-14844-001025,14844,2019-03-28,Core,Material,Not on List,Not on List,10,Bundles,9.0,90.0,Surveying Consumables,2019-04-01,Main Compound Gate D - 1339642 - Main Compound Entrance A1198 (Core),PRLM - Preliminaries,106 - Testing equipment and materials testing,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers,4.0,9.0,9.0,0
2733,MREQ-14844-001025,14844,2019-03-28,Core,Material,Not on List,Not on List,15,Bundles,9.0,135.0,Surveying Consumables,2019-04-01,Main Compound Gate D - 1339642 - Main Compound Entrance A1198 (Core),PRLM - Preliminaries,106 - Testing equipment and materials testing,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers,4.0,9.0,9.0,0
2735,MREQ-14638-001025,14638,2019-03-26,Section 5,Material,Concrete Drainage,Not on List,2,No ,162.11,324.22,Concrete Drainage,2019-03-28,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,0.0,135.68988800048828,1
2736,MREQ-14638-001025,14638,2019-03-26,Section 5,Material,Concrete Drainage,CPM 1800 Cover Slab 600x600 Opening (985438),1,Each,149.9,149.9,Concrete Drainage,2019-03-28,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,142.75588274002075,152.27609968185425,0
2737,MREQ-14638-001025,14638,2019-03-26,Section 5,Material,Concrete Drainage,CPM 750mm Concrete Pipe 2.5m (911417),1,Each,165.1,165.1,Concrete Drainage,2019-03-28,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,160.15310311317444,167.93024039268494,0
2739,MREQ-14638-001025,14638,2019-03-26,Section 5,Material,Concrete Drainage,CPM 750mm Concrete Socket (890395),1,Each,198.12,198.12,Concrete Drainage,2019-03-28,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,198.1199951171875,198.1199951171875,0
2742,MREQ-14638-001025,14638,2019-03-26,Section 5,Material,Concrete Drainage,Not on List,1,Each ,3540.0,3540.0,Concrete Drainage,2019-03-28,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,0.0,1664.6707458496094,1
2743,MREQ-14638-001025,14638,2019-03-26,Section 5,Material,Concrete Drainage,Not on List,3000,Each,1.85,5550.0,Concrete Drainage,2019-03-28,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,0.0,1479.5375366210938,0
2744,MREQ-14638-001025,14638,2019-03-26,Section 5,Material,Concrete Drainage,Not on List,2000,Each,0.31,620.0,Concrete Drainage,2019-03-28,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",SEC5 - Roadworks,503 - Headwalls and Outfall Works,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers,2.0,0.0,1479.5375366210938,0
2745,MREQ-14671-001025,14671,2019-03-26,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,2,Each,123.3,246.6,Small Tools (Consumables),2019-03-29,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,152 - Attendant / General Plant,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,3.0,0.0,1264.3756103515625,0
2746,MREQ-5895-00560,5895,2018-08-31,Section 3,Material,Not on List,Not on List,1,Each,567.63,567.63,Damage Charges,2018-09-01,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,152 - Attendant / General Plant,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,1.0,0.0,3470.1448974609375,0
2747,MREQ-5739-00526,5739,2018-08-29,Section 3,Material,Not on List,Not on List,1,Each,5440.13,5440.13,Damage Charges,2018-08-30,Gate D - 1339643 - BN10 Via Main Compound Entrance,PLM3 - Site Preliminaries,152 - Attendant / General Plant,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,1.0,0.0,3470.1448974609375,1
2748,MREQ-5884-00563,5884,2018-08-31,Section 3,Material,Not on List,Not on List,2,Each,55.44,110.88,Miscellaneous,2018-09-04,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,19779.141357421875,0
2751,MREQ-5884-00563,5884,2018-08-31,Section 3,Material,Not on List,Not on List,2,Each,43.12,86.24,Miscellaneous,2018-09-04,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers,4.0,0.0,19779.141357421875,0
2752,MREQ-14768-001025,14768,2019-03-27,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,1,Each,2104.45,2104.45,Small Tools (Consumables),2019-04-01,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers,5.0,0.0,1264.3756103515625,1
