,MREQ_Number,FFID,Date_and_Time_of_Request,Section,Order_Type,Item_Category,Item_Description,Quantity_Required,Unit,Unit_Price,Total_Cost,Category,Date_Required,Delivery_Location,Location_WBS,Activity_WBS,Current_Stage,Operational_Approval,Commercial_Approval,Buyer
2027,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,3,Each,,0,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2028,MREQ-6329-00688,6329,2018-09-11 13:15:16,Section 4,Material,"PPE, Small Tools and Consumables",Not on List,156,Each,15.37,2397.72,Miscellaneous,2018-09-13 00:00:00,Main Compound RVP 401 - 1333676 - Swavesey Main Compound A14 J28 Westbound,PLM4 - Site Preliminaries,102 - Compound running costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
2029,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,2,Each,,0,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2030,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,2,Each,,0,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2031,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,2,Each,,0,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2032,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2033,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2034,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Trouser Cargo Polycotton En471cl1 Saturn Short Ct01-y (302023),2,Each,13,26,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2035,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Trouser Cargo Polycotton En471cl1 Saturn Short Ct01-y (302023),2,Each,13,26,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2036,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Trouser Cargo Polycotton En471cl1 Saturn Short Ct01-y (302023),4,Each,13,52,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2037,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Trouser Cargo Polycotton En471cl1 Saturn Short Ct01-y (302023),4,Each,13,52,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2038,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Trouser Cargo Polycotton En471cl1 Saturn Short Ct01-y (302023),4,Each,13,52,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2039,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Trouser Cargo Polycotton En471cl1 Saturn Short Ct01-y (302023),4,Each,13,52,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2040,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,100,,,0,PPE,2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2041,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Bucket Flexi Tub 26 Litre Black (506342),20,Each,7.42,148,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2042,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Bucket Flexi Tub 26 Litre Black (506342),20,Each,7.42,148,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2043,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,30,Each,,0,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2044,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,30,Each,,0,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2045,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Tissue Toilet Roll Pristine 2ply White 36 X 320sheets 517347 (539289),5,Each,7.32,37,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2046,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2047,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,1,Box,,0,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2048,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,10,Each,,0,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2049,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,100,Each,,0,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2050,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,"PPE, Small Tools and Consumables",Not on List,3,Each,,0,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2051,MREQ-16871-001025,16871,2019-05-03 10:30:20,Section 5,Material,Timber,2440x1220x12mm Shuttering Ply (638572),1,Load,16.5,17,Small Tools (Consumables),2019-05-08 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ",PLM5 - Site Preliminaries,102 - Compound running costs,Commercial Approval,Yes - Approve,,Req - S5 Buyers
2052,MREQ-15626-001025,15626,2019-04-10 15:46:01,Section 3,Material,,Polypipe 150mm Ridgidrain 6m P/E Unperf (877593),72,Each,11.34,816.48,Plastic Drainage,2019-04-15 00:00:00,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
2053,MREQ-15626-001025,15626,2019-04-10 15:46:01,Section 3,Material,,Polypipe 225mm x 150mm Ridgidrain 90deg Junction (878037),10,Each,42.87,428.7,Plastic Drainage,2019-04-15 00:00:00,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
2054,MREQ-15626-001025,15626,2019-04-10 15:46:01,Section 3,Material,Not on List,Not on List,5,rolls,37.6,188,Plastic Drainage,2019-04-15 00:00:00,Gate C - 1339697 - Access to BN06-07-08-09 Via Logistics Yard,SC3B - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
2055,MREQ-16793-001025,16793,2019-05-02 09:24:38,Section 3,Material,Concrete Drainage,CPM 1050 Cover Slab 600x600 Opening  (989583),0,Each,47.04,0,Concrete Drainage,2019-05-07 00:00:00,Gate C - 1339698 - BN07 (Offord Rd) via Logistics Yard Access,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
2056,MREQ-16793-001025,16793,2019-05-02 09:24:38,Section 3,Material,Concrete Drainage,CPM Chamber Ring 1050 x 250 D/S  (912958),30,Each,36.94,1108.2,Concrete Drainage,2019-05-07 00:00:00,Gate C - 1339698 - BN07 (Offord Rd) via Logistics Yard Access,SC3B - Roadworks,502 - Chambers & Gullies,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
2057,MREQ-16882-001025,16882,2019-05-03 13:48:45,Section 4,Material,Waste Management,Metal - Roll On Roll Off 20 cubic yard,1,Each,95,95,Waste (Recycling),2019-05-07 00:00:00,RVP 414 - 1346360 - Off A14 Eastbound past Jcn with M11 Motorway,SC4C - Roadworks - Dry Drayton to Girton,201 - Site Clearance,Commercial Approval,Yes - Approve,,REQ - Section 4 Buyers
2058,MREQ-16858-001025,16858,2019-05-03 08:54:54,Section 3,Material,Not on List,Not on List,10,ea,36,360,Small Tools (Consumables),2019-05-08 00:00:00,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
2059,MREQ-16860-001025,16860,2019-05-03 09:34:06,Core,Material,Not on List,Not on List,96,ea,2.5,240,Miscellaneous,2019-05-08 00:00:00,Main Compound Gate D - 1339642 - Main Compound Entrance A1198 (Core),WAOC - Working Areas overhead Costs,113 - Survey Equipment Costs,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2060,MREQ-16865-001025,16865,2019-05-03 10:55:27,Section 3,Material,Not on List,Not on List,30,,0.68,20.4,Miscellaneous,2019-05-08 00:00:00,Main Compound Gate D - 1339642 - Main Compound Entrance A1198,PLM3 - Site Preliminaries,151 - Prelims attendant Labour and Equipment,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 3 Buyers
2061,MREQ-16905-001025,16905,2019-05-06 18:06:24,Section 5,Material,Twinwall,Not on List,9,No,,0,Plastic Drainage,2019-05-13 00:00:00,"EB5/12  Stockyard Access - 1356566 - A14 Eastbound,  On Left between Jcn 32 - 33",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
2062,MREQ-16905-001025,16905,2019-05-06 18:06:24,Section 5,Material,Twinwall,Not on List,10,No,,0,Plastic Drainage,2019-05-13 00:00:00,"EB5/12  Stockyard Access - 1356566 - A14 Eastbound,  On Left between Jcn 32 - 33",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
2063,MREQ-16905-001025,16905,2019-05-06 18:06:24,Section 5,Material,Twinwall,Not on List,28,No,,0,Plastic Drainage,2019-05-13 00:00:00,"EB5/12  Stockyard Access - 1356566 - A14 Eastbound,  On Left between Jcn 32 - 33",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
2064,MREQ-16905-001025,16905,2019-05-06 18:06:24,Section 5,Material,Twinwall,Not on List,6,No,,0,Plastic Drainage,2019-05-13 00:00:00,"EB5/12  Stockyard Access - 1356566 - A14 Eastbound,  On Left between Jcn 32 - 33",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
2065,MREQ-16905-001025,16905,2019-05-06 18:06:24,Section 5,Material,Twinwall,Not on List,12,No,,0,Plastic Drainage,2019-05-13 00:00:00,"EB5/12  Stockyard Access - 1356566 - A14 Eastbound,  On Left between Jcn 32 - 33",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
2066,MREQ-16905-001025,16905,2019-05-06 18:06:24,Section 5,Material,Twinwall,Not on List,10,No,,0,Plastic Drainage,2019-05-13 00:00:00,"EB5/12  Stockyard Access - 1356566 - A14 Eastbound,  On Left between Jcn 32 - 33",SEC5 - Roadworks,501 - Drains,Buyer - Closed,Yes - Approve,Yes - Approve,Req - S5 Buyers
2067,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,1,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2068,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2069,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2070,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2071,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2072,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2073,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,10,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2074,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,10,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2075,MREQ-5931-00580,5931,2018-09-03 11:54:58,Section 4,Material,Not on List,Not on List,90,Each,4,360,"Concrete Hard Landscaping (Kerbs, Slabs)",2018-09-07 00:00:00,RVP 409 - 1339625 - Bar Hill A14 Jcn 29 Westbound (B1050),PLM4 - Site Preliminaries,153a - Temporary Works - Site Infrastructure,Buyer - Closed,Yes - Approve,Yes - Approve,REQ - Section 4 Buyers
2076,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,10,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2077,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,20,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2078,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,20,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2079,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,20,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2080,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,10,Each,,0,PPE,2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,109 - PPE Costs,Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2081,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,5,Each,,0,Small Tools (Consumables),2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,120 - Small Tools (hand),Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2082,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,24,Each,,0,Small Tools (Consumables),2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,120 - Small Tools (hand),Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2083,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,10,Each,,0,Small Tools (Consumables),2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,120 - Small Tools (hand),Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
2084,MREQ-22393-001025,22393,2019-08-15 13:02:49,Core,Material,"PPE, Small Tools and Consumables",Not on List,20,Each,,0,Small Tools (Consumables),2019-08-20 00:00:00,"Main Compound, Gate 1 - 1344810 - Cambridge Rd, Milton, Cambridge, CB24 6AZ (Core)",WAOC - Working Areas overhead Costs,120 - Small Tools (hand),Stores - Closed,Yes - Approve,Yes - Approve,REQ - Buyers
